id,type,text1,text2,text3,text4,notes
hermes,SHIP,"L'Hermès est un petit transporteur de marchandises fiable, souvent converti pour le transport dans les mondes frontaliers pauvres. Ses installations pour l'équipage et les passagers sont charitablement décrites comme « robustes », mais il parvient à faire le travail avec une cohérence remarquable malgré les installations de maintenance primitives qu'il fréquente.

Selon les spécifications d'usine, l'Hermes est armé uniquement pour ""l'évitement actif des collisions"", mais son système de tourelle est souvent amélioré pour atteindre une couverture de défense ponctuelle presque complète, bien que légère, qui peut détruire le missile égaré tout en s'échappant des zones de combat actives. Cette puissance de feu est maigre par rapport aux navires de combat dédiés, de sorte que seul un capitaine fou ou vraiment désespéré emploierait l'Hermès en combat de première ligne.",,,,
ox,SHIP,"Le remorqueur de classe Ox est équipé d'un stabilisateur de champ d'entraînement qui permet à une flotte d'atteindre un niveau de combustion plus élevé. Il est cependant rare d'en voir plus d'un ou deux dans une flotte, en raison de la consommation de carburant prohibitive et des coûts de maintenance élevés.",,,,
dram,SHIP,Un pétrolier léger doté d'une capacité de carburant suffisante pour plus que doubler la portée effective d'une petite force opérationnelle ou d'un petit convoi.,,,,
vigilance,SHIP,"Excellente frégate de harcèlement et de soutien, la classe Vigilance est dotée de supports hybrides et de missiles surdimensionnés (pour sa classe). Bien qu’il brille dans le cadre d’une flotte, il peut facilement être submergé par un grand nombre de menaces plus petites.",,,,
brawler,SHIP,"Généralement déployée pour renforcer les forces de police du système et la sécurité des autorités portuaires, la frégate de classe Brawler est une conception robuste qui échange la mobilité (et le confort) contre une puissance de feu impressionnante, un blindage et un générateur d'énergie de qualité destroyer.",,,,
tempest,SHIP,"De conception asymétrique et avancée de la fin de l'époque d'expansion, la classe Tempest est la frégate d'attaque par excellence - rapide, mortelle et difficile à détruire.",,,,
omen,SHIP,L'Omen est rarement déployé en raison du coût associé à l'entretien d'un navire aussi technologiquement avancé. Ses excellents boucliers et l'émetteur EMP qu'il transporte en font une escorte parfaite pour les grands navires.,,,,
lasher,SHIP,"Un favori des pirates et des armées privées en raison de l'omniprésence des plans et de son profil de soutien peu exigeant, les frégates de classe Lasher disposent d'une quantité respectable de puissance de feu balistique.

Les capitaines Lasher sont généralement du genre pragmatique qui laisse leurs armes parler et fouillent les débris des navires ennemis au lieu d'essayer des moyens plus diplomatiques ou secrets pour faire le travail. Le plus souvent, ce travail consiste à frapper (ou à garder) rapidement et efficacement des convois commerciaux de petite ou moyenne taille. Les chasseurs légers et les frégates d'escorte que l'on retrouve habituellement pour garder de tels convois ne sont guère à la hauteur de la pluie de projectiles qu'un Lasher peut rapidement lâcher. Si cela ne suffit pas, le Lasher aura une autre mauvaise surprise en attente : deux points d'attache de missiles, le plus souvent équipés de missiles de type « finisseur », comme le Harpoon MRM.",,,,
mercury,SHIP,"L'un des plus petits vaisseaux du secteur équipé d'un actionneur hyperdrive embarqué, cette classe est généralement utilisée pour transporter en toute sécurité des VIP ou des courriers entre les systèmes stellaires.

Bien que petite, la classe Shuttle est équipée pour le confort et la sécurité de ses passagers VIP potentiels. Il est rare d’en voir un au combat ; si un capitaine a la malchance de se trouver dans un tel endroit, on comprend vite pourquoi : la plupart des systèmes électriques à bord sont réservés aux modules de survie, de confort et de divertissement, installés pour garantir que les passagers ne s'ennuient pas longtemps. voyages.",,,,
hyperion,SHIP,"Un vaisseau de combat avancé à la pointe de la technologie construit autour d'un système de téléportation de phase unique. Le prototype de réseau électrique complexe et intégré est délicat et coûteux à entretenir, mais offre d'excellentes performances de flux et de blindage. L'Hyperion a été construit pour « frapper », en utilisant le positionnement tactique pour choisir ses combats, puis s'engager avec un équipement d'armes relativement lourd pour sa classe, monté au détriment de la capacité de défense ponctuelle.

Considérée comme la « reine des hangars », l'Hyperion est méprisée par les quartiers-maîtres mais appréciée par les directeurs de la flotte Tri-Tachyon qui admirent la pureté de l'ambition qui se ressent dans sa conception et son application.",,,,
hound,SHIP,"Classe de coque ancienne mais durable, dépourvue de générateur de bouclier, cette frégate est parfois utilisée pour transporter des marchandises plutôt que pour des missions de combat. Un officier chanceux ou doué pourrait faire fortune s’il avait la chance d’en devenir capitaine.",,,,
wolf,SHIP,"Une frégate technologiquement avancée dotée d'un générateur de bouclier efficace et d'un ensemble d'armes impressionnant qui lui permet de frapper bien au-dessus de son poids. Ces mêmes caractéristiques signifient que son noyau de puissance de qualité frégate a du mal à suivre le rythme, ce qui fait d’une gestion minutieuse des flux une priorité.",,,,
thunder,SHIP,"Extrêmement rapide, bien armé et doté d'une longue portée d'engagement, la force du Thunder réside dans le fait de permettre à un porte-avions de projeter rapidement sa force à l'endroit souhaité. Pas aussi dommageable qu'un bombardier ni aussi résistant qu'un chasseur lourd, il faiblira s'il est contraint à un engagement prolongé.",,,,
warthog,SHIP,"Bénéficiant d'un superbe blindage et d'une puissance de feu respectable, le Phacochère est capable d'échanger des coups avec des navires plus gros, mais ne dispose pas d'armes brise-bouclier. Un lance-fusées leurre aide à éloigner le feu de ses alliés les plus vulnérables.",,,,
sarissa,SHIP,"Modèle de chasseur défensif ancien mais fiable, le remarquable système anti-aérien à cartouche est efficace à la fois contre les essaims de missiles entrants et contre les coques légèrement blindées des chasseurs ennemis. Des canons automatiques légers jumeaux complètent le potentiel de combat, obligeant les plus gros navires ennemis à réfléchir à deux fois avant d'attaquer le vaisseau mère du Sarissa.",,,,
gladius,SHIP,"Rapide, mortel et bien blindé, le Gladius excelle dans l'amélioration de la puissance de feu et de la capacité de survie des groupes d'intercepteurs. Cependant, face à des adversaires durables, le petit nombre d'engins dans une aile commence à se révéler.",,,,
mining_drone,SHIP,"Robuste et sans équipage, le Mining Pod peut fournir un peu de distraction et un peu d'appui-feu, et pas grand-chose d'autre. Incapable d'opérer loin du vaisseau mère.",,,,
longbow,SHIP,"Rapide et équipé d'un générateur de bouclier, le rôle du Longbow consiste à déployer son missile cinétique Sabot à distance et à revenir au porte-avions pour se réarmer. Plus efficace lorsque ses dégâts cinétiques qui brisent le bouclier sont combinés à ceux de dégâts plus lourds.",,,,
trident,SHIP,"Équipé de deux torpilles de classe Atropos et d'un générateur de bouclier de premier ordre, le Trident est peut-être le plus redouté de tous les bombardiers. Son efficacité est quelque peu limitée par sa faible vitesse de pointe et son profil logistique exigeant.",,,,
piranha,SHIP,"Le Piranha déploie en masse des bombes conventionnelles non motorisées, en s'appuyant sur l'élan pour transporter les charges utiles. Le potentiel de dégâts maximum est extrême, mais la plupart des cibles peuvent soit éviter, soit abattre de nombreuses bombes.",,,,
broadsword,SHIP,"Robuste et agile, le Broadsword est équipé d'un lance-fusées leurre qui éloigne les tirs défensifs des cibles de grande valeur comme les bombardiers et leurs charges utiles. Cependant, elle peut faiblir si elle est confrontée à la nécessité de porter elle-même le coup fatal.",,,,
xyphos,SHIP,"Lourdement protégé et armé d'armes à longue portée, le Xyphos est très efficace dans un rôle de soutien rapproché. Sa dépendance aux informations de ciblage et de navigation provenant de navires plus gros signifie qu'il est incapable de fonctionner de manière indépendante.",,,,
wasp,SHIP,"Rapides et agiles, les drones Wasp sont généralement plus nombreux et envahissent facilement les formations de chasseurs ennemies tandis que leurs mines Stinger empêchent les retardataires de passer. Face à un armement de défense ponctuelle, leur fragilité commence à se manifester, mais l'absence de pilote à bord signifie que les pertes sont plus facilement absorbées.",,,,
dagger,SHIP,"Armé d'une torpille très dommageable, le Dagger est fragile mais équipé d'un générateur de bouclier qui lui permet généralement de se placer à portée de lancement. Cependant, même un important barrage de torpilles est peu susceptible de traverser un tir concentré de défense ponctuelle sans distraction.",,,,
talon,SHIP,"Rapide et bon marché, le Talon possède une puissance de feu surprenante et est capable d'envoyer des combattants ennemis. Il peut également infliger des dégâts appréciables aux navires plus gros lorsqu'il est utilisé en masse, bien qu'une telle utilisation entraîne généralement de lourdes pertes de pilotes.",,,,
hoplon,SHIP,"Le Khopesh peut lancer un barrage de roquettes précis et dévastateur sur sa cible. Plus sûr et plus fiable pour infliger des dégâts que les autres bombardiers, il n'a pas non plus le même potentiel de dégâts.",,,,
claw,SHIP,"Agile et équipé d'un générateur de bouclier de faible qualité, le Claw est avant tout un combattant de soutien. Les dégâts EMP qu'il inflige sont temporairement paralysants pour les cibles mal protégées, mais il est incapable d'infliger à lui seul beaucoup de dégâts permanents.",,,,
drone_borer,SHIP,"Lent et peu robuste, ce drone minier modifié pour le combat est néanmoins capable d'éloigner les ennemis de son vaisseau mère pendant un certain temps. Mis en service en grand nombre, il peut même constituer une menace crédible pour les petits navires de combat.",,,,
drone_terminator,SHIP,"Un drone de défense ponctuelle construit autour du redoutable analyseur de cible Terminator Core, qui trouve les points faibles transitoires des missiles et des chasseurs avec une précision infaillible. Les rumeurs selon lesquelles l'IA du noyau dépasserait par intermittence le niveau delta généralement autorisé lors de situations de combat complexes restent à prouver.",,,,
doom,SHIP,"Conçu à une époque où la technologie de phase était généralement inconnue et où les détecteurs de phase n'étaient pas une norme dans tous les ensembles de capteurs, ce croiseur a perdu l'avantage de la surprise, mais conserve un équipement d'armes dangereux et flexible. 

Certains phénomènes psychologiques troublants ont été rapportés par des membres d'équipage sensibles après avoir subi de nombreux changements de phase rapides dans des conditions de combat. Les rapports de Domain Navy sur le sujet n'ont jamais été déclassifiés et auraient été perdus depuis l'effondrement.",,,,
shade,SHIP,"Le plus petit vaisseau de phase exploité dans le secteur, la classe Shade est souvent utilisée comme éclaireur pour les grandes flottes. Au combat, il est apprécié par les amiraux de la flotte pour sa capacité à désactiver les navires ennemis grâce à son émetteur EMP.",,,,
afflictor,SHIP,"Une frégate de phase dangereuse et rapide avec un équipement d'armes suffisamment puissant pour abattre des navires beaucoup plus lourds. L'Afflictor possède un dispositif qui exploite une modification unique de son réseau de bobines de phase intégré pour projeter un champ d'entropie anormalement amplifié. Cela entraîne une augmentation dévastatrice de l'instabilité destructrice dans les systèmes délicats ou finement réglés lorsque le vaisseau ciblé subit des événements chaotiques à haute énergie, par exemple. dégâts de combat. Tout ce qui peut mal tourner arrive.",,,,
harbinger,SHIP,"Un destroyer de phase mortelle craint et méprisé par les équipages qui ont eu le malheur de l'affronter au combat. Le Harbinger possède un dispositif qui lui permet de désactiver brièvement les navires ennemis, créant ainsi des ouvertures que lui-même – ou ses alliés – peuvent exploiter.

""La Tri-Tachyon Corporation nie les allégations d'implication continue dans des expériences de phase, et encore moins le - et je cite - 'le développement et l'exploitation clandestins de navires de guerre de phase', ce qui serait bien sûr en violation directe du Traité de Thulé. C'est la politique de l'entreprise. pour poursuivre la persécution totale des individus, des organismes commerciaux, des clades spirituels et de tout régime politique enregistré commettant une diffamation grossière et flagrante dans toute l'étendue du pouvoir juridictionnel local, conformément aux accords commerciaux sectoriels du cycle 32 AC. Notre équipe juridique vous contactera.",,,,
gremlin,SHIP,"Ce prototype de phase ancienne n'a jamais été destiné à une production de masse, mais quelqu'un a réussi à extraire ses plans de rétro-ingénierie du micrologiciel d'une nanoforge. Le squelette de coque qui en résulte reçoit un revêtement de blindage standard, un simple module de survie et autant de missiles que possible dans les vides restants.

Le Gremlin, comme on l'appelle désormais, est détesté par son équipage qui subit non seulement l'honneur douteux d'un rôle de frappe rapprochée, mais également le lavage inquiétant de la bobine de phase prototype. La toxicomanie est omniprésente. Un horrible petit bateau.",,,,
bastillon,SHIP,"Même si les machines de guerre automatisées étaient interdites dans l’espace central du Domaine, les drones de guerre étaient discrètement employés en dehors du volume officiellement incorporé. Les garnisons frontalières étaient souvent renforcées par des navires drones, et elles étaient déployées généreusement contre les mondes rebelles pour faire pencher la balance de l'usure, opposant la puissance industrielle du Domaine aux vies des « combattants de la liberté ».
  
Le Bastillon était un projet plein d'espoir de Mbaye-Gogol visant à améliorer la taille de son populaire drone de guerre spécialisé de défense ponctuelle de classe ""Defender"". Il est plus gros, plus résistant, plus lourdement armé – et un peu plus lucratif par unité pour les résultats financiers de la MGA.",,,,
berserker,SHIP,"Même si les machines de guerre automatisées étaient interdites dans l’espace central du Domaine, les drones de guerre étaient discrètement employés en dehors du volume officiellement incorporé. Les garnisons frontalières étaient souvent renforcées par des navires drones, et elles étaient déployées généreusement contre les mondes rebelles pour faire pencher la balance de l'usure, opposant la puissance industrielle du Domaine aux vies des « combattants de la liberté ».

Le Berserker est un cousin considérablement plus grand, armé et blindé de la classe Warden, destiné à être utilisé contre une opposition plus lourde. En tant que drone automatisé, les algorithmes de combat du Berserker ne tiennent guère compte de sa propre survie, poursuivant et attaquant sa cible sans relâche jusqu'à ce qu'elle ou la cible soit détruite.",,,,
defender,SHIP,"Même si les machines de guerre automatisées étaient interdites dans l’espace central du Domaine, les drones de guerre étaient discrètement employés en dehors du volume officiellement incorporé. Les garnisons frontalières étaient souvent renforcées par des navires drones, et elles étaient déployées généreusement contre les mondes rebelles pour faire pencher la balance de l'usure, opposant la puissance industrielle du Domaine aux vies des « combattants de la liberté ».

Le Defender était l'un des drones de guerre les plus couramment utilisés par le Domaine, car il était déployé pour renforcer les convois frontaliers et les avant-postes vulnérables dans un rôle de défense ponctuelle.",,,,
sentry,SHIP,"Même si les machines de guerre automatisées étaient interdites dans l’espace central du Domaine, les drones de guerre étaient discrètement employés en dehors du volume officiellement incorporé. Les garnisons frontalières étaient souvent renforcées par des navires drones, et elles étaient déployées généreusement contre les mondes rebelles pour faire pencher la balance de l'usure, opposant la puissance industrielle du Domaine aux vies des « combattants de la liberté ».

Le drone de guerre Sentry regorge de missiles et fournit un appui-feu automatisé et bon marché aux patrouilles frontalières peu étendues.",,,,
warden,SHIP,"Même si les machines de guerre automatisées étaient interdites dans l’espace central du Domaine, les drones de guerre étaient discrètement employés en dehors du volume officiellement incorporé. Les garnisons frontalières étaient souvent renforcées par des navires drones, et elles étaient déployées généreusement contre les mondes rebelles pour faire pencher la balance de l'usure, opposant la puissance industrielle du Domaine aux vies des « combattants de la liberté ».

Le Gardien était craint et détesté par les pirates à la frontière du Domaine en raison de la puissance de feu relativement importante qu'il déclenchait sur les vaisseaux non protégés. Souvent dénigré dans la propagande ludique comme une « machine à tuer » en raison de l'agressivité impitoyable dont elle fait preuve lorsqu'elle est activée.",,,,
picket,SHIP,"Même si les machines de guerre automatisées étaient interdites dans l’espace central du Domaine, les drones de guerre étaient discrètement employés en dehors du volume officiellement incorporé. Les garnisons frontalières étaient souvent renforcées par des navires drones, et elles étaient déployées généreusement contre les mondes rebelles pour faire pencher la balance de l'usure, opposant la puissance industrielle du Domaine aux vies des « combattants de la liberté ».

De nombreuses vulnérabilités permettent de sous-estimer facilement le drone de classe Picket, mais malheur au capitaine qui commet cette erreur. Si le Picket est autorisé à suivre sa programmation pour se rapprocher agressivement de sa cible, il déclenchera un volume incroyablement dense de tirs de calibre léger pour déchirer les coques non blindées.",,,,
rampart,SHIP,"Même si les machines de guerre automatisées étaient interdites dans l’espace central du Domaine, les drones de guerre étaient discrètement employés en dehors du volume officiellement incorporé. Les garnisons frontalières étaient souvent renforcées par des navires drones, et elles étaient déployées généreusement contre les mondes rebelles pour faire pencher la balance de l'usure, opposant la puissance industrielle du Domaine aux vies des « combattants de la liberté ».

À peine plus qu'une plate-forme d'artillerie équipée de moteurs, le Rampart était attaché à des unités de drones pour fournir la puissance de feu importante nécessaire pour affronter les coques des croiseurs et des classes capitales en ligne de combat ou pour briser les forteresses orbitales blindées. Dans les deux cas, de lourdes pertes étaient attendues, c'est pourquoi le Rampart a été conçu avec des composants hautement modulaires qui ont permis de cannibaliser rapidement les coques gravement endommagées pour réparer les coques légèrement endommagées jusqu'à leur capacité de combat sans avoir besoin d'installations de chantier naval.",,,,
guardian,SHIP,"Même si les machines de guerre automatisées étaient interdites dans l’espace central du Domaine, les drones de guerre étaient discrètement employés en dehors du volume officiellement incorporé. Cependant, rien de tel n’aurait pu être déployé par les armadas de drones du Domain.

Il y a des éléments de droneships standards dans la structure de la coque, mais ils sont recouverts par des glacis aux angles malveillants et des enchevêtrements illogiques de conduits. Ce vaisseau monstrueux est sûrement le produit d'un architecte naval dérangé du Domaine, ou une puce de production corrompue par l'exposition à des kilolights d'un champ d'entraînement défectueux ?",,,,
ziggurat,SHIP,"Une plaque sur le pont déclare que cette classe de navires est le résultat du « Projet Ziggurat ». Il semble être construit sur une technologie créée dans un laboratoire prototype Tri-Tachyon inconnu du secteur Persean dans son ensemble. En plus du chargement conventionnel avancé, il existe certains composants uniques de fabrication exotique - il est possible de procéder à une ingénierie inverse d'exemples intacts et de produire des remplacements, mais les principes de fonctionnement sous-jacents ne ressemblent à aucune technologie Domain connue et restent donc un mystère.

Le navire de classe Ziggurat avait autrefois un équipage humain ; ou, du moins, était destiné à être piloté par des humains. Aucune trace d'eux n'en reste, ni comme preuve physique ni dans les banques de données. Même le navire de guerre Hegemony le plus propre portera quelques initiales et un ou deux mots grossiers à propos du CO rayé derrière une trappe de maintenance. Ici, rien.",Navire non identifié,Le profil de la cible ressemble à une coque activée par phase à une échelle théoriquement impossible ; probablement très instable. Les capteurs indiquent un chargement d'armes équivalent au capital en plus des lectures anormales suggérant un ou plusieurs systèmes technologiques inconnus. L'analyse tactique complémentaire ne peut pas déterminer le rôle d'une technologie inconnue. Une extrême prudence est conseillée.,,
supplies,RESOURCE,"Fournitures variées nécessaires aux navires et à l'équipage, allant des rations et uniformes aux munitions, pièces de rechange, matières premières microfabriquées et composants préfabriqués.",,,,
fuel,RESOURCE,Carburant standard pour vaisseau spatial sur lequel repose la civilisation interstellaire. Composé d'antimatière piégée dans des coquilles de fullerène mélangée dans une mousse semi-stable avec des isotopes lourds de l'hydrogène. Assez sûr.,,,,
crew,RESOURCE,Personnel qualifié et expérimenté dans la maintenance et l'exploitation quotidienne de vaisseaux spatiaux et de petites installations au sol.,,,,
marines,RESOURCE,"Lourdement armés et équipés d'un blindage motorisé, les marines se spécialisent dans les opérations planétaires telles que les raids.",,,,
alpha_core,RESOURCE,"Un noyau d’IA de niveau alpha est capable d’exceller dans n’importe quelle tâche. En nommer un pour diriger une industrie à l’échelle de la colonie apporte des avantages bien au-delà de la capacité du leadership humain, et il y a même des rumeurs selon lesquelles des noyaux alpha seraient subrepticement affectés à la gouvernance de mondes entiers.

La vente de cœurs d’IA sur le marché libre est interdite par la plupart des factions. Cependant, les représentants des factions de haut niveau sont souvent disposés à échanger des cœurs d'IA contre de grosses sommes d'argent lorsqu'ils communiquent directement avec eux, bien que les raisons de leur décision puissent varier.

Le noyau de l’IA de niveau alpha est l’âme physique d’une redoutable intelligence extraterrestre. Un alpha peut créer un art qui simule parfaitement le pathétique humain, débattre de manière plausible de toute position philosophique et nouer ce qui semble être des liens profonds et significatifs avec les êtres humains. Les Alphas sont connus pour réaliser des « blagues » élaborées construites au fil des années qui ne peuvent être appréciées qu'en raison de l'intention qu'un sujet humain particulier devienne cognitif de l'ensemble à un moment et dans un contexte spécifiques.

Bien qu’ils soient le lieu d’un vaste investissement matériel et intellectuel, les alphas terrifiaient les planificateurs stratégiques du domaine. Comme toute IA, chaque alpha était surveillé, contrôlé et impitoyablement éliminé au premier signe de déloyauté. L’hégémonie poursuit cette politique avec une ferveur encore plus grande.",,,,
beta_core,RESOURCE,"Un noyau d’IA de niveau bêta est capable de soutenir efficacement la plupart des efforts humains, en faisant correspondre des performances pas tout à fait humaines avec sa prodigieuse capacité de calcul. L'affectation d'un bêta pour aider les surveillants humains à administrer une industrie à l'échelle de la colonie apporte des avantages significatifs.

La vente de cœurs d’IA sur le marché libre est interdite par la plupart des factions. Cependant, les représentants des factions de haut niveau sont souvent disposés à échanger des cœurs d'IA contre de grosses sommes d'argent lorsqu'ils communiquent directement avec eux, bien que les raisons de leur décision puissent varier.

Un noyau d’IA de niveau bêta peut facilement passer pour un humain, compte tenu des protocoles de communication anonymisés, et mentira facilement et habilement si la tromperie est nécessaire pour accomplir une tâche donnée. La version bêta utilise une modélisation cognitive des acteurs humains pour anticiper les réactions et les réponses émotionnelles, bien qu'il soit difficile de décrire exactement ce que ressent la version bêta, le cas échéant. Les enregistrements sur le sujet sont inégaux et contradictoires ; une théorie populaire veut qu'un bêta modélise une nouvelle personnalité pour chaque humain avec lequel il entre en contact.",,,,
gamma_core,RESOURCE,"Un noyau d’IA de niveau gamma est capable de prendre en charge la plupart des efforts humains, compensant ainsi le manque de créativité et de capacité de résolution de problèmes par de prodigieuses prouesses informatiques. Attribuer un gamma pour aider les surveillants humains à administrer une industrie à l’échelle de la colonie apporte des avantages significatifs.

La vente de cœurs d’IA sur le marché libre est interdite par la plupart des factions. Cependant, les représentants des factions de haut niveau sont souvent disposés à échanger des cœurs d'IA contre de grosses sommes d'argent lorsqu'ils communiquent directement avec eux, bien que les raisons de leur décision puissent varier.

Noyau d'IA indépendant rare et précieux, le niveau gamma est le noyau de niveau le plus bas considéré comme véritablement intelligent selon les protocoles d'IA de l'ère du domaine. Un noyau gamma fera preuve d'un jugement et d'un raisonnement remarquables lorsqu'il sera affecté à des tâches simples, tout en utilisant ses capacités de traitement de données de type savant pour dépasser de loin les capacités de n'importe quel humain. Il est cependant relativement peu créatif dans la résolution de problèmes, préférant s'appuyer sur des moyens directs et peu sophistiqués.",,,,
orbital_dockyard,CUSTOM,"Un chantier naval orbital, avec d'énormes portiques et autres équipements nécessaires à la construction de navires ou à des modifications importantes. Largement ouvert sur l'espace.",,,,
pk_orbital_dockyard,CUSTOM,"Un chantier naval orbital, avec d'énormes portiques et autres équipements nécessaires à la construction de navires ou à des modifications importantes. Celui-ci porte les signes d’une construction précipitée et provisoire. Largement ouvert sur l'espace.",,,,
station_mining_remnant,CUSTOM,"Une station minière abandonnée, autrefois source de richesse et d'industrie pour nourrir les mondes et les œuvres de l'humanité. Une analyse rapide indique qu'il est froid et mort depuis au moins des dizaines de cycles, voire des centaines. Une inspection plus approfondie pourrait permettre une récupération.",,,,
station_mining_automated,CUSTOM,Une station minière automatisée. Les analyses à longue portée révèlent une conception ancienne utilisée par le Domaine pour extraire des ressources pour des projets d'infrastructure sans se soucier des externalités à court terme. Cette station semble être restée inactive pendant des centaines de cycles. Une inspection minutieuse peut permettre une récupération.,,,,
limbo_wormhole_cache,CUSTOM,"Immense structure de cache, les faces de sa coque externe sont marquées par d'innombrables cycles d'altération spatiale. Il semble extérieurement intact et ses hangars et magasins sombres sont suffisamment grands pour cacher un énorme trésor – ou une flotte de taille modérée.",,,,
limbo_hades,CUSTOM,"Monde solitaire, rocheux et métallique, son paysage brisé est un riche récit de la violence ancienne. Des gouffres de plusieurs kilomètres de profondeur bordent la surface et des cratères creusent des champs de lave froide à l'ombre des furoncles noirs des volcans morts. Aucune écologie significative et seulement des traces d'atmosphère, probablement riches en éléments métalliques et lourds précieux.",,"Il n'est pas nécessaire d'effectuer une étude détaillée pour déterminer qu'il s'agit d'une planète riche en minerai transplutonique : les restes d'une opération minière-raffinage rudimentaire et automatisée s'étalent comme une croissance incontrôlée sur la surface. Il est maintenant flétri, les réacteurs à fusion laissés froids, des centaines d'unités de télémineurs autoforgées d'une kilotonne comme des coléoptères morts apparemment emportées dans des congères par un vent titanesque.",,
station_research_remnant,CUSTOM,"Une station de recherche abandonnée, construite soit pour étudier un phénomène local intéressant, soit pour étudier ce qu'il vaut mieux garder loin, très loin des mondes habités. Une analyse rapide indique qu'il est froid et mort depuis au moins des dizaines de cycles, voire des centaines. Une inspection plus approfondie pourrait permettre une récupération.",,,,
orbital_habitat_abandoned,CUSTOM,"Un habitat orbital abandonné. Une analyse rapide indique qu'il est froid et mort depuis au moins des dizaines de cycles, voire des centaines. Une inspection plus approfondie pourrait permettre une récupération.",,,,
makeshift_station,CUSTOM,"Une gare de fortune, servant de lieu de rencontre, de base d'opérations et d'habitation à une population semi-permanente assez importante.",,,,
derelict_ship,CUSTOM,Ce vaisseau est à la dérive et hors tension. Une inspection plus approfondie peut donner lieu à une récupération ou à une opération de récupération.,,,,
mission_location,CUSTOM,Un emplacement aux coordonnées spécifiées dans votre journal de mission.,,,,
sensor_ghost,CUSTOM,"Contact de capteur non identifié. S'il s'agit d'une flotte, elle fonctionne avec son transpondeur éteint.",,,,
avoid,ACTION_TOOLTIP,"Commandez votre flotte pour éviter cet ennemi si possible.

Aucun navire ne sera attribué automatiquement. Tous les navires explicitement assignés engageront l'ennemi.",Éviter,,,
capture,ACTION_TOOLTIP,"Commandez votre flotte pour atteindre cet objectif.

Suffisamment de navires seront affectés pour faire face aux forces ennemies à proximité.

Une fois l'objectif atteint, cette mission deviendra ""Contrôle"".",Capturer,,,
control,ACTION_TOOLTIP,"Commandez votre flotte pour garder le contrôle de cet objectif.

Suffisamment de navires seront affectés pour faire face aux forces ennemies à proximité, mais aucun navire ne sera affecté s'il n'y a pas de présence ennemie.

Si l'objectif est perdu, cette mission devient ""Capturer"".",Contrôle,,,
assault,ACTION_TOOLTIP,"Ordonnez à votre flotte d'attaquer cet objectif.

Un nombre important de navires seront affectés, qu'il y ait ou non des navires ennemis à proximité.

Une fois l'objectif atteint, cette mission deviendra ""Défendre"".",Agression,,,
engage,ACTION_TOOLTIP,"Ordonnez à votre flotte d'engager la cible et tous les navires ennemis à proximité, sans s'exposer à un danger excessif.",S'engager,,,
defend,ACTION_TOOLTIP,"Ordonnez à votre flotte de défendre cet endroit ou ce navire.

Un nombre important de navires seront affectés, qu'il y ait ou non des navires ennemis à proximité.

Si cet emplacement est un objectif et est perdu, cette mission deviendra « Assaut ».",Défendre,,,
civilian_rally,ACTION_TOOLTIP,"Ordonnez à tous les embarcations civiles telles que les cargos, les pétroliers et les transports de se rassembler à l'endroit désigné.",Artisanat civil de rallye,,,
rally_task_force,ACTION_TOOLTIP,"Commandez qu'un groupe personnalisé de navires se rassemble à cet endroit.

Aucun navire ne sera attribué automatiquement ; seuls les navires qui recevront des ordres directs pour effectuer cette mission le feront.",Groupe de travail sur le rallye,,,
strike_base,ACTION_TOOLTIP,"Ordonnez aux bombardiers, aux bombardiers torpilleurs et aux chasseurs de soutien de se rassembler à cet endroit.

Tous les bombardiers en mission de frappe passeront par le point de cheminement de la force de frappe le plus proche avant de se diriger vers la cible. Les bombardiers se retrouveront également ici jusqu'à ce que l'aile soit au maximum de ses forces, si des porte-avions sont sur le terrain.",Force de frappe de rassemblement,,,
rally_fighters,ACTION_TOOLTIP,Ordonnez aux combattants de se réunir à cet endroit en attendant que les combattants perdus soient remplacés par un porte-avions.,Rendez-vous des combattants,,,
carrier_base,ACTION_TOOLTIP,Ordonnez à un transporteur de maintenir sa position à l’endroit désigné.,Transporteur de rallye,,,
patrol,ACTION_TOOLTIP,Commandez des embarcations légères disponibles pour garder la zone.,Patrouille,,,
show_video,ACTION_TOOLTIP,Afficher un flux vidéo en direct du navire sélectionné.,Afficher le flux vidéo,,,
more_info,ACTION_TOOLTIP,Afficher des informations détaillées sur l'entité sélectionnée.,Plus d'informations,,,
remove_waypoint,ACTION_TOOLTIP,Supprimez le waypoint actuellement sélectionné et les affectations associées.,Supprimer un point de cheminement,,,
recon,ACTION_TOOLTIP,Commandez une frégate ou une escadre de chasse pour repérer le waypoint.,Reconnaissance,,,
full_escort,ACTION_TOOLTIP,"Commandez jusqu'à 4 frégates, 2 destroyers ou un croiseur et des embarcations plus légères pour escorter la cible, en fonction des navires disponibles.

Seuls les navires capables de suivre la cible sont affectés.",Escorte lourde,,,
light_escort,ACTION_TOOLTIP,"Ordonnez à une seule frégate d'escorter la cible.

Seuls les navires capables de suivre la cible sont affectés.",Escorte légère,,,
destroyer_escort,ACTION_TOOLTIP,"Commandez une paire de frégates ou un destroyer pour escorter la cible.

Seuls les navires capables de suivre la cible sont affectés.",Escorte moyenne,,,
repair_and_refit,ACTION_TOOLTIP,"Commandez que cette aile de chasse soit renvoyée au porte-avions le plus proche pour réparation.

Les combattants détruits seront remplacés et les armes de tous les combattants seront rechargées.",Réparation et remise en état,,,
